"","original_load","solar_gen","wind_gen","battery_output","battery_state_of_charge","net_load","exports","X","X.1","X.2","day","hour"
"323",7113,19162,"3,919",-15968,"28,837","0",0,NA,NA,NA,14,11
"324",6682,20285,"6,151",-19754,"47,800","0",0,NA,NA,NA,14,12
"325",5962,20376,"9,007",-23420,"70,284","0",0,NA,NA,NA,14,13
"326",6003,20923,"12,017",-12556,"82,337","-14,382",-14381.74771,NA,NA,NA,14,14
"327",5961,20009,"13,653",0,"82,337","-27,700",-27700.13846,NA,NA,NA,14,15
"328",6232,16692,"10,590",0,"82,337","-21,050",-21050.32314,NA,NA,NA,14,16
"329",6541,11435,"10,616",0,"82,337","-15,510",-15510.13689,NA,NA,NA,14,17
"330",6948,6993,"9,007",0,"82,337","-9,051",-9051.048071,NA,NA,NA,14,18
"331",7415,2613,"9,007",0,"82,337","-4,205",-4205.307966,NA,NA,NA,14,19
"332",8629,6,"7,501",1122,"81,168","0",-6.36646e-12,NA,NA,NA,14,20
"333",9334,0,"7,501",1833,"79,259","0",-6.13909e-12,NA,NA,NA,14,21
"334",9051,0,"9,007",44,"79,212","0",-5.78382e-12,NA,NA,NA,14,22
"335",8460,0,"10,616",-2156,"81,282","0",0,NA,NA,NA,14,23
"336",7824,0,"9,032",-1099,"82,337","-110",-109.7172847,NA,NA,NA,14,24
"337",7356,0,"6,151",1204,"81,083","0",0,NA,NA,NA,15,1
"338",7067,0,"6,151",916,"80,129","0",0,NA,NA,NA,15,2
"339",6848,0,"7,475",-628,"80,731","0",-1.02318e-12,NA,NA,NA,15,3
"340",6737,0,"10,590",-1673,"82,337","-2,181",-2180.650677,NA,NA,NA,15,4
"341",6814,0,"8,981",0,"82,337","-2,167",-2166.802966,NA,NA,NA,15,5
"342",6952,0,"7,475",0,"82,337","-524",-523.5217571,NA,NA,NA,15,6
"343",6630,402,"7,475",0,"82,337","-1,248",-1247.693954,NA,NA,NA,15,7
"344",7182,6350,"4,957",0,"82,337","-4,125",-4125.384263,NA,NA,NA,15,8
"345",8826,14868,"4,957",0,"82,337","-10,999",-10999.41282,NA,NA,NA,15,9
"346",9008,22192,"4,957",0,"82,337","-18,142",-18141.8116,NA,NA,NA,15,10
"347",9159,27561,"4,957",0,"82,337","-23,359",-23359.00814,NA,NA,NA,15,11
"348",9243,31000,"6,151",0,"82,337","-27,908",-27908.27083,NA,NA,NA,15,12
"349",9400,32757,"9,007",0,"82,337","-32,363",-32362.71541,NA,NA,NA,15,13
"350",9551,33313,"9,007",0,"82,337","-32,769",-32768.69711,NA,NA,NA,15,14
"351",9571,30883,"10,590",0,"82,337","-31,901",-31901.48195,NA,NA,NA,15,15
"352",9534,27202,"12,043",0,"82,337","-29,711",-29711.16314,NA,NA,NA,15,16
"353",8997,19648,"10,590",0,"82,337","-21,240",-21240.48225,NA,NA,NA,15,17
"354",8337,11488,"7,501",0,"82,337","-10,652",-10651.7776,NA,NA,NA,15,18
"355",8420,3526,"3,919",974,"81,322","0",0,NA,NA,NA,15,19
"356",9496,11,"3,919",5565,"75,525","0",0,NA,NA,NA,15,20
"357",10201,0,"3,037",7164,"68,063","0",0,NA,NA,NA,15,21
"358",9876,0,"3,037",6840,"60,938","0",0,NA,NA,NA,15,22
"359",9314,0,"3,919",5394,"55,319","0",0,NA,NA,NA,15,23
"360",8523,0,"6,125",2397,"52,822","0",0,NA,NA,NA,15,24
"361",7894,0,"9,007",-1112,"53,890","0",-1.81899e-12,NA,NA,NA,16,1
"362",7514,0,"9,007",-1492,"55,322","0",-2.72848e-12,NA,NA,NA,16,2
"363",7235,0,"7,475",-240,"55,552","0",0,NA,NA,NA,16,3
"364",7134,0,"6,125",1008,"54,502","0",-2.04636e-12,NA,NA,NA,16,4
"365",7122,0,"7,475",-353,"54,841","0",0,NA,NA,NA,16,5
"366",7166,0,"6,125",1040,"53,757","0",-3.18323e-12,NA,NA,NA,16,6
"367",6957,273,"4,957",1726,"51,959","0",0,NA,NA,NA,16,7
"368",7417,5322,"2,284",-189,"52,140","0",-3.63798e-12,NA,NA,NA,16,8
"369",9241,12124,"2,284",-5168,"57,101","0",0,NA,NA,NA,16,9
"370",9612,18867,"2,284",-11539,"68,179","0",0,NA,NA,NA,16,10
"371",8826,24106,"3,037",-14748,"82,337","-3,568",-3568.216666,NA,NA,NA,16,11
"372",8962,28454,"3,919",0,"82,337","-23,412",-23411.63829,NA,NA,NA,16,12
"373",8902,29486,"4,957",0,"82,337","-25,542",-25541.6119,NA,NA,NA,16,13
"374",8386,27221,"6,125",0,"82,337","-24,960",-24960.41646,NA,NA,NA,16,14
"375",9693,24059,"7,475",0,"82,337","-21,841",-21841.39824,NA,NA,NA,16,15
"376",9536,19642,"7,475",0,"82,337","-17,581",-17581.08915,NA,NA,NA,16,16
"377",9469,15065,"9,007",0,"82,337","-14,602",-14602.48701,NA,NA,NA,16,17
"378",8739,8924,"13,082",0,"82,337","-13,267",-13266.50147,NA,NA,NA,16,18
"379",8757,3032,"10,590",0,"82,337","-4,864",-4864.498415,NA,NA,NA,16,19
"380",9969,4,"10,616",0,"82,337","-651",-650.531933,NA,NA,NA,16,20
"381",10929,0,"7,501",3428,"78,766","0",0,NA,NA,NA,16,21
"382",10553,0,"10,616",-63,"78,827","0",0,NA,NA,NA,16,22
"383",9703,0,"13,107",-3404,"82,095","0",0,NA,NA,NA,16,23
"384",8822,0,"13,107",-252,"82,337","-4,033",-4033.413134,NA,NA,NA,16,24
"385",8101,0,"13,082",0,"82,337","-4,980",-4980.091002,NA,NA,NA,17,1
"386",7723,0,"13,627",0,"82,337","-5,903",-5903.213474,NA,NA,NA,17,2
"387",7486,0,"12,017",0,"82,337","-4,532",-4531.569479,NA,NA,NA,17,3
"388",7397,0,"10,564",0,"82,337","-3,167",-3166.514702,NA,NA,NA,17,4
"389",7501,0,"7,475",26,"82,310","0",-5.67368e-12,NA,NA,NA,17,5
"390",7553,0,"6,125",1428,"80,822","0",0,NA,NA,NA,17,6
"391",7190,49,"4,957",2183,"78,548","0",0,NA,NA,NA,17,7
"392",7690,2230,"4,957",503,"78,025","0",-5.74119e-12,NA,NA,NA,17,8
"393",8948,5701,"3,037",209,"77,806","0",-2.92744e-12,NA,NA,NA,17,9
"394",9572,9065,"1,661",-1154,"78,914","0",-3.86535e-12,NA,NA,NA,17,10
"395",9673,10695,"1,168",-2191,"81,017","0",-5.00222e-12,NA,NA,NA,17,11
"396",10526,12214,"727",-1375,"82,337","-1,040",-1039.592401,NA,NA,NA,17,12
"397",10261,12928,"363",0,"82,337","-3,030",-3030.280668,NA,NA,NA,17,13
"398",10257,12009,"78",0,"82,337","-1,830",-1829.757238,NA,NA,NA,17,14
"399",9629,10906,"78",0,"82,337","-1,354",-1354.307209,NA,NA,NA,17,15
"400",9512,8331,"78",1103,"81,188","0",-2.72848e-12,NA,NA,NA,17,16
"401",9373,5427,"78",3868,"77,159","0",0,NA,NA,NA,17,17
"402",8353,4045,"78",4230,"72,752","0",0,NA,NA,NA,17,18
"403",8701,1691,"727",6284,"66,207","0",0,NA,NA,NA,17,19
"404",9510,5,"1,168",8338,"57,521","0",0,NA,NA,NA,17,20
"405",10823,0,"1,661",9162,"47,977","0",0,NA,NA,NA,17,21
"406",10352,0,"1,661",8691,"38,924","0",0,NA,NA,NA,17,22
"407",9615,0,"1,168",8447,"30,126","0",0,NA,NA,NA,17,23
"408",8893,0,"1,168",7725,"22,079","0",0,NA,NA,NA,17,24
"409",8143,0,"1,661",6482,"15,327","0",0,NA,NA,NA,18,1
"410",7603,0,"1,661",5942,"9,137","0",0,NA,NA,NA,18,2
"411",7389,0,"3,037",4352,"4,604","0",0,NA,NA,NA,18,3
"412",7166,0,"3,037",4129,"303","0",0,NA,NA,NA,18,4
"413",7030,0,"2,284",291,"0","4,455",0,NA,NA,NA,18,5
"414",7095,0,"727",0,"0","6,368",0,NA,NA,NA,18,6
"415",6757,411,"363",0,"0","5,983",0,NA,NA,NA,18,7
"416",7196,4121,"78",0,"0","2,997",0,NA,NA,NA,18,8
"417",8468,11098,"0",-2630,"2,525","0",0,NA,NA,NA,18,9
"418",9583,12076,"0",-2493,"4,918","0",0,NA,NA,NA,18,10
"419",9673,19485,"0",-9812,"14,337","0",0,NA,NA,NA,18,11
"420",9136,20233,"0",-11097,"24,990","0",0,NA,NA,NA,18,12
"421",9017,15402,"0",-6385,"31,119","0",0,NA,NA,NA,18,13
"422",9501,7519,"0",1982,"29,054","0",0,NA,NA,NA,18,14
"423",8990,9950,"0",-959,"29,975","0",0,NA,NA,NA,18,15
"424",9804,10258,"0",-454,"30,411","0",-1.02318e-12,NA,NA,NA,18,16
"425",9441,3890,"0",5551,"24,629","0",0,NA,NA,NA,18,17
"426",8834,1010,"0",7824,"16,478","0",0,NA,NA,NA,18,18
"427",8812,1141,"0",7671,"8,488","0",0,NA,NA,NA,18,19
"428",9663,6,"0",8148,"0","1,509",0,NA,NA,NA,18,20
"429",10933,0,"0",0,"0","10,933",0,NA,NA,NA,18,21
"430",10561,0,"0",0,"0","10,561",0,NA,NA,NA,18,22
"431",9887,0,"78",0,"0","9,809",0,NA,NA,NA,18,23
"432",9008,0,"78",0,"0","8,930",0,NA,NA,NA,18,24
"433",8266,0,"363",0,"0","7,903",0,NA,NA,NA,19,1
"434",7795,0,"363",0,"0","7,432",0,NA,NA,NA,19,2
"435",7438,0,"78",0,"0","7,360",0,NA,NA,NA,19,3
"436",7275,0,"363",0,"0","6,912",0,NA,NA,NA,19,4
"437",7246,0,"363",0,"0","6,883",0,NA,NA,NA,19,5
"438",7302,0,"727",0,"0","6,575",0,NA,NA,NA,19,6
"439",6856,269,"727",0,"0","5,860",0,NA,NA,NA,19,7
"440",6994,4634,"1,661",0,"0","699",0,NA,NA,NA,19,8
"441",8296,10176,"1,661",-3541,"3,400","0",0,NA,NA,NA,19,9
"442",8388,15469,"2,284",-9365,"12,391","0",0,NA,NA,NA,19,10
"443",8504,18817,"2,284",-12597,"24,484","0",0,NA,NA,NA,19,11
"444",8083,20437,"2,284",-14638,"38,536","0",0,NA,NA,NA,19,12
"445",8081,20978,"1,661",-14558,"52,512","0",0,NA,NA,NA,19,13
"446",8278,22955,"1,661",-16338,"68,196","0",0,NA,NA,NA,19,14
"447",8826,20329,"1,661",-13164,"80,833","0",0,NA,NA,NA,19,15
"448",8982,17504,"1,661",-1567,"82,337","-8,616",-8616.054079,NA,NA,NA,19,16
"449",9033,10547,"1,168",0,"82,337","-2,682",-2682.258431,NA,NA,NA,19,17
"450",8580,5034,"1,168",2378,"79,860","0",-5.91172e-12,NA,NA,NA,19,18
"451",8815,347,"1,687",6781,"72,796","0",0,NA,NA,NA,19,19
"452",9746,6,"1,687",8054,"64,407","0",0,NA,NA,NA,19,20
"453",11014,0,"1,168",9846,"54,151","0",0,NA,NA,NA,19,21
"454",10890,0,"1,687",9203,"44,565","0",0,NA,NA,NA,19,22
"455",10191,0,"1,687",8504,"35,706","0",0,NA,NA,NA,19,23
"456",9458,0,"1,687",7770,"27,612","0",0,NA,NA,NA,19,24
"457",8652,0,"1,168",7484,"19,816","0",0,NA,NA,NA,20,1
"458",8200,0,"1,168",7032,"12,491","0",0,NA,NA,NA,20,2
"459",7807,0,"727",7080,"5,116","0",0,NA,NA,NA,20,3
"460",7554,0,"727",4911,"0","1,916",0,NA,NA,NA,20,4
"461",7487,0,"1,168",0,"0","6,319",0,NA,NA,NA,20,5
"462",7572,0,"1,661",0,"0","5,910",0,NA,NA,NA,20,6
"463",7067,163,"2,310",0,"0","4,594",0,NA,NA,NA,20,7
"464",6802,4452,"3,945",-1596,"1,532","0",0,NA,NA,NA,20,8
"465",6965,10361,"4,983",-8380,"9,577","0",0,NA,NA,NA,20,9
"466",6878,16061,"4,983",-14167,"23,176","0",0,NA,NA,NA,20,10
"467",5559,21132,"6,177",-21750,"44,057","0",0,NA,NA,NA,20,11
"468",5974,24344,"6,177",-24548,"67,622","0",0,NA,NA,NA,20,12
"469",5446,25893,"6,177",-15328,"82,337","-11,296",-11295.74319,NA,NA,NA,20,13
"470",5971,22418,"6,177",0,"82,337","-22,625",-22624.84548,NA,NA,NA,20,14
"471",6000,21802,"4,983",0,"82,337","-20,786",-20786.0001,NA,NA,NA,20,15
"472",7140,18274,"4,983",0,"82,337","-16,118",-16117.93209,NA,NA,NA,20,16
"473",7467,13624,"4,983",0,"82,337","-11,141",-11140.97723,NA,NA,NA,20,17
"474",7957,8134,"3,945",0,"82,337","-4,123",-4122.574266,NA,NA,NA,20,18
"475",8493,2770,"3,945",1778,"80,485","0",0,NA,NA,NA,20,19
"476",9459,5,"3,945",5510,"74,746","0",0,NA,NA,NA,20,20
"477",10781,0,"3,945",6836,"67,625","0",0,NA,NA,NA,20,21
"478",10619,0,"3,945",6674,"60,673","0",0,NA,NA,NA,20,22
"479",10076,0,"3,945",6131,"54,287","0",0,NA,NA,NA,20,23
"480",9355,0,"3,945",5410,"48,651","0",0,NA,NA,NA,20,24
"481",8468,0,"3,945",4523,"43,940","0",0,NA,NA,NA,21,1
"482",7925,0,"4,983",2941,"40,876","0",0,NA,NA,NA,21,2
"483",7610,0,"4,983",2626,"38,141","0",0,NA,NA,NA,21,3
"484",7402,0,"4,983",2418,"35,622","0",0,NA,NA,NA,21,4
"485",7445,0,"3,919",3526,"31,949","0",0,NA,NA,NA,21,5
"486",7428,0,"3,037",4391,"27,375","0",0,NA,NA,NA,21,6
"487",6985,279,"3,919",2786,"24,473","0",0,NA,NA,NA,21,7
"488",7092,6117,"4,983",-4008,"28,321","0",0,NA,NA,NA,21,8
"489",7118,15570,"6,177",-14629,"42,365","0",0,NA,NA,NA,21,9
"490",5676,24253,"6,177",-24754,"66,129","0",0,NA,NA,NA,21,10
"491",5551,31547,"6,177",-16884,"82,337","-15,289",-15289.26128,NA,NA,NA,21,11
"492",4708,34273,"4,983",0,"82,337","-34,548",-34548.14066,NA,NA,NA,21,12
"493",4760,34345,"4,983",0,"82,337","-34,569",-34568.75216,NA,NA,NA,21,13
"494",4905,34336,"4,983",0,"82,337","-34,414",-34414.44582,NA,NA,NA,21,14
"495",5388,34247,"4,983",0,"82,337","-33,843",-33842.50561,NA,NA,NA,21,15
"496",6184,29762,"3,945",0,"82,337","-27,523",-27523.39698,NA,NA,NA,21,16
"497",6101,22336,"3,063",0,"82,337","-19,298",-19298.06271,NA,NA,NA,21,17
"498",7142,13094,"2,310",0,"82,337","-8,262",-8262.472819,NA,NA,NA,21,18
"499",7523,4129,"1,661",1733,"80,532","0",0,NA,NA,NA,21,19
"500",8482,36,"1,687",6759,"73,491","0",0,NA,NA,NA,21,20
"501",9723,0,"1,687",8036,"65,121","0",0,NA,NA,NA,21,21
"502",9451,0,"2,310",7141,"57,681","0",0,NA,NA,NA,21,22
"503",8917,0,"2,310",6607,"50,799","0",0,NA,NA,NA,21,23
"504",8249,0,"1,661",6588,"43,937","0",0,NA,NA,NA,21,24
"505",7749,0,"2,284",5465,"38,244","0",0,NA,NA,NA,22,1
"506",7442,0,"3,037",4406,"33,654","0",0,NA,NA,NA,22,2
"507",7268,0,"3,919",3349,"30,166","0",0,NA,NA,NA,22,3
"508",7130,0,"4,957",2173,"27,903","0",0,NA,NA,NA,22,4
"509",7201,0,"3,919",3282,"24,484","0",0,NA,NA,NA,22,5
"510",7270,0,"3,037",4233,"20,074","0",0,NA,NA,NA,22,6
"511",6902,224,"3,037",3642,"16,281","0",0,NA,NA,NA,22,7
"512",7245,5233,"3,037",-1025,"17,265","0",0,NA,NA,NA,22,8
"513",8794,12638,"3,037",-6881,"23,871","0",0,NA,NA,NA,22,9
"514",8988,19493,"2,284",-12788,"36,147","0",0,NA,NA,NA,22,10
"515",8922,24648,"2,284",-18010,"53,437","0",0,NA,NA,NA,22,11
"516",7896,28034,"1,661",-21799,"74,364","0",0,NA,NA,NA,22,12
"517",8359,29573,"1,168",-8305,"82,337","-14,078",-14077.51491,NA,NA,NA,22,13
"518",8513,28918,"727",0,"82,337","-21,131",-21131.15246,NA,NA,NA,22,14
"519",8678,26892,"727",0,"82,337","-18,941",-18941.19515,NA,NA,NA,22,15
"520",9665,22672,"727",0,"82,337","-13,734",-13734.07146,NA,NA,NA,22,16
"521",9308,17072,"727",0,"82,337","-8,490",-8489.897652,NA,NA,NA,22,17
"522",8499,10005,"363",0,"82,337","-1,869",-1868.734603,NA,NA,NA,22,18
"523",8555,3337,"363",4854,"77,281","0",0,NA,NA,NA,22,19
"524",9406,6,"727",8674,"68,245","0",0,NA,NA,NA,22,20
"525",10631,0,"727",9904,"57,928","0",0,NA,NA,NA,22,21
"526",10198,0,"727",9471,"48,063","0",0,NA,NA,NA,22,22
"527",9490,0,"727",8763,"38,935","0",0,NA,NA,NA,22,23
"528",8597,0,"727",7870,"30,737","0",0,NA,NA,NA,22,24
"529",7944,0,"1,168",6776,"23,678","0",0,NA,NA,NA,23,1
"530",7503,0,"1,168",6335,"17,079","0",0,NA,NA,NA,23,2
"531",7248,0,"727",6521,"10,286","0",0,NA,NA,NA,23,3
"532",7116,0,"727",6390,"3,630","0",0,NA,NA,NA,23,4
"533",7057,0,"1,142",3485,"0","2,430",0,NA,NA,NA,23,5
"534",7083,0,"1,142",0,"0","5,941",0,NA,NA,NA,23,6
"535",6824,504,"1,661",0,"0","4,659",0,NA,NA,NA,23,7
"536",6899,6039,"1,661",-801,"769","0",0,NA,NA,NA,23,8
"537",7918,17957,"1,168",-11207,"11,528","0",0,NA,NA,NA,23,9
"538",8536,24005,"1,168",-16637,"27,499","0",0,NA,NA,NA,23,10
"539",8545,19419,"727",-11601,"38,636","0",0,NA,NA,NA,23,11
"540",7905,16563,"727",-9384,"47,645","0",0,NA,NA,NA,23,12
"541",7944,19650,"363",-12069,"59,231","0",0,NA,NA,NA,23,13
"542",8023,24922,"78",-16977,"75,529","0",0,NA,NA,NA,23,14
"543",8920,19258,"0",-7092,"82,337","-3,246",-3246.034273,NA,NA,NA,23,15
"544",9806,17377,"0",0,"82,337","-7,571",-7571.311205,NA,NA,NA,23,16
"545",9223,11148,"0",0,"82,337","-1,926",-1925.879337,NA,NA,NA,23,17
"546",8408,1473,"0",6936,"75,112","0",0,NA,NA,NA,23,18
"547",8564,876,"0",7688,"67,104","0",0,NA,NA,NA,23,19
"548",9424,6,"78",9340,"57,375","0",0,NA,NA,NA,23,20
"549",10702,0,"0",10702,"46,227","0",0,NA,NA,NA,23,21
"550",10344,0,"78",10266,"35,533","0",0,NA,NA,NA,23,22
"551",9556,0,"363",9192,"25,958","0",0,NA,NA,NA,23,23
"552",8643,0,"727",7917,"17,712","0",0,NA,NA,NA,23,24
"553",7904,0,"1,168",6736,"10,695","0",0,NA,NA,NA,24,1
"554",7511,0,"1,661",5850,"4,602","0",0,NA,NA,NA,24,2
"555",7215,0,"2,284",4418,"0","514",0,NA,NA,NA,24,3
"556",7102,0,"3,037",0,"0","4,066",0,NA,NA,NA,24,4
"557",7145,0,"3,919",0,"0","3,226",0,NA,NA,NA,24,5
"558",7202,0,"3,919",0,"0","3,283",0,NA,NA,NA,24,6
"559",6744,164,"3,919",0,"0","2,661",0,NA,NA,NA,24,7
"560",7017,4976,"3,919",-1878,"1,803","0",0,NA,NA,NA,24,8
"561",8127,12303,"3,037",-7214,"8,728","0",0,NA,NA,NA,24,9
"562",9039,18380,"2,284",-11625,"19,888","0",0,NA,NA,NA,24,10
"563",8602,23629,"1,168",-16195,"35,435","0",0,NA,NA,NA,24,11
"564",7866,27135,"727",-19996,"54,632","0",0,NA,NA,NA,24,12
"565",8545,27598,"727",-19780,"73,620","0",0,NA,NA,NA,24,13
"566",8036,28018,"1,661",-9080,"82,337","-12,563",-12562.6281,NA,NA,NA,24,14
"567",8067,25825,"3,945",0,"82,337","-21,704",-21703.6799,NA,NA,NA,24,15
"568",9196,22050,"4,983",0,"82,337","-17,837",-17837.3347,NA,NA,NA,24,16
"569",8794,16574,"4,983",0,"82,337","-12,763",-12763.46327,NA,NA,NA,24,17
"570",8746,10022,"3,945",0,"82,337","-5,222",-5221.62242,NA,NA,NA,24,18
"571",8717,3440,"3,919",1358,"80,923","0",0,NA,NA,NA,24,19
"572",9555,6,"6,151",3398,"77,384","0",0,NA,NA,NA,24,20
"573",10888,0,"6,151",4737,"72,449","0",0,NA,NA,NA,24,21
"574",10608,0,"6,151",4457,"67,807","0",0,NA,NA,NA,24,22
"575",9859,0,"6,151",3708,"63,945","0",0,NA,NA,NA,24,23
"576",9014,0,"6,151",2863,"60,962","0",0,NA,NA,NA,24,24
"577",8281,0,"4,957",3323,"57,501","0",0,NA,NA,NA,25,1
"578",7809,0,"3,919",3890,"53,449","0",0,NA,NA,NA,25,2
"579",7586,0,"3,919",3667,"49,629","0",0,NA,NA,NA,25,3
"580",7409,0,"3,919",3490,"45,993","0",0,NA,NA,NA,25,4
"581",7367,0,"3,919",3448,"42,402","0",0,NA,NA,NA,25,5
"582",7437,0,"3,037",4400,"37,818","0",0,NA,NA,NA,25,6
"583",7161,142,"3,037",3982,"33,670","0",0,NA,NA,NA,25,7
"584",7492,5432,"3,037",-977,"34,608","0",0,NA,NA,NA,25,8
"585",8737,12347,"2,310",-5920,"40,291","0",0,NA,NA,NA,25,9
"586",9387,20619,"2,310",-13542,"53,291","0",0,NA,NA,NA,25,10
"587",8662,21977,"1,687",-15002,"67,694","0",0,NA,NA,NA,25,11
"588",9146,26425,"1,168",-15254,"82,337","-3,193",-3192.83937,NA,NA,NA,25,12
"589",8670,27909,"727",0,"82,337","-19,966",-19965.98771,NA,NA,NA,25,13
"590",9013,30656,"727",0,"82,337","-22,370",-22370.03851,NA,NA,NA,25,14
"591",9308,26467,"727",0,"82,337","-17,886",-17885.73178,NA,NA,NA,25,15
"592",9584,23732,"1,168",0,"82,337","-15,316",-15315.92,NA,NA,NA,25,16
"593",9511,17683,"1,168",0,"82,337","-9,340",-9340.153957,NA,NA,NA,25,17
"594",8907,10802,"1,168",0,"82,337","-3,063",-3063.155933,NA,NA,NA,25,18
"595",8908,3248,"1,168",4492,"77,658","0",0,NA,NA,NA,25,19
"596",10078,5,"727",9346,"67,923","0",0,NA,NA,NA,25,20
"597",11177,0,"727",10450,"57,037","0",0,NA,NA,NA,25,21
"598",10738,0,"363",10375,"46,230","0",0,NA,NA,NA,25,22
"599",9849,0,"363",9485,"36,350","0",0,NA,NA,NA,25,23
"600",8930,0,"363",8567,"27,426","0",0,NA,NA,NA,25,24
"601",8205,0,"363",7842,"19,257","0",0,NA,NA,NA,26,1
"602",7750,0,"727",7023,"11,941","0",0,NA,NA,NA,26,2
"603",7506,0,"727",6779,"4,879","0",0,NA,NA,NA,26,3
"604",7337,0,"363",4684,"0","2,290",0,NA,NA,NA,26,4
"605",7407,0,"363",0,"0","7,043",0,NA,NA,NA,26,5
"606",7501,0,"78",0,"0","7,424",0,NA,NA,NA,26,6
"607",7185,154,"0",0,"0","7,031",0,NA,NA,NA,26,7
"608",7464,4873,"0",0,"0","2,592",0,NA,NA,NA,26,8
"609",8214,12045,"0",-3831,"3,677","0",0,NA,NA,NA,26,9
"610",8659,18923,"0",-10264,"13,531","0",0,NA,NA,NA,26,10
"611",8610,24325,"0",-15714,"28,616","0",0,NA,NA,NA,26,11
"612",8260,27637,"0",-19377,"47,218","0",0,NA,NA,NA,26,12
"613",8032,29010,"0",-20978,"67,358","0",0,NA,NA,NA,26,13
"614",8353,28868,"0",-15604,"82,337","-4,912",-4911.923526,NA,NA,NA,26,14
"615",8436,26644,"78",0,"82,337","-18,286",-18285.7192,NA,NA,NA,26,15
"616",8825,22953,"78",0,"82,337","-14,207",-14206.52934,NA,NA,NA,26,16
"617",9325,17063,"78",0,"82,337","-7,816",-7816.288694,NA,NA,NA,26,17
"618",8509,10337,"727",0,"82,337","-2,555",-2554.92588,NA,NA,NA,26,18
"619",8660,3229,"1,168",4263,"77,897","0",0,NA,NA,NA,26,19
"620",9517,4,"1,661",7852,"69,718","0",0,NA,NA,NA,26,20
"621",10848,0,"2,284",8563,"60,798","0",0,NA,NA,NA,26,21
"622",10444,0,"3,037",7408,"53,081","0",0,NA,NA,NA,26,22
"623",9720,0,"3,037",6684,"46,119","0",0,NA,NA,NA,26,23
"624",8960,0,"3,037",5923,"39,949","0",0,NA,NA,NA,26,24
"625",8253,0,"2,310",5943,"33,759","0",0,NA,NA,NA,27,1
"626",7828,0,"1,687",6141,"27,362","0",0,NA,NA,NA,27,2
"627",7558,0,"1,168",6390,"20,706","0",0,NA,NA,NA,27,3
"628",7354,0,"1,661",5693,"14,776","0",0,NA,NA,NA,27,4
"629",7260,0,"2,284",4976,"9,592","0",0,NA,NA,NA,27,5
"630",7277,0,"3,037",4240,"5,175","0",0,NA,NA,NA,27,6
"631",6957,131,"4,957",1868,"3,229","0",0,NA,NA,NA,27,7
"632",6614,4721,"4,957",-3064,"6,171","0",0,NA,NA,NA,27,8
"633",6530,11579,"6,125",-11174,"16,898","0",0,NA,NA,NA,27,9
"634",7458,18088,"7,475",-18105,"34,279","0",0,NA,NA,NA,27,10
"635",6553,23206,"7,475",-24128,"57,442","0",0,NA,NA,NA,27,11
"636",6222,26497,"7,475",-25932,"82,337","-1,818",-1817.791516,NA,NA,NA,27,12
"637",5399,28510,"7,475",0,"82,337","-30,587",-30586.93693,NA,NA,NA,27,13
"638",6946,28348,"6,125",0,"82,337","-27,528",-27527.60809,NA,NA,NA,27,14
"639",6453,25678,"6,125",0,"82,337","-25,350",-25350.02548,NA,NA,NA,27,15
"640",6974,21754,"7,475",0,"82,337","-22,255",-22255.28168,NA,NA,NA,27,16
"641",7916,16386,"7,475",0,"82,337","-15,945",-15945.05867,NA,NA,NA,27,17
"642",7681,9178,"7,475",0,"82,337","-8,972",-8972.407922,NA,NA,NA,27,18
"643",8280,3032,"8,981",0,"82,337","-3,732",-3732.055269,NA,NA,NA,27,19
"644",9539,3,"13,627",0,"82,337","-4,091",-4090.840677,NA,NA,NA,27,20
"645",10645,0,"13,056",0,"82,337","-2,411",-2410.901931,NA,NA,NA,27,21
"646",10230,0,"13,056",0,"82,337","-2,825",-2825.380524,NA,NA,NA,27,22
"647",9701,0,"11,991",0,"82,337","-2,290",-2290.147999,NA,NA,NA,27,23
"648",8984,0,"10,564",0,"82,337","-1,580",-1579.70335,NA,NA,NA,27,24
"649",8177,0,"8,981",0,"82,337","-804",-803.7060008,NA,NA,NA,28,1
"650",7637,0,"10,564",0,"82,337","-2,927",-2927.192334,NA,NA,NA,28,2
"651",7386,0,"11,991",0,"82,337","-4,605",-4605.331776,NA,NA,NA,28,3
"652",7117,0,"13,056",0,"82,337","-5,938",-5938.305527,NA,NA,NA,28,4
"653",7152,0,"13,601",0,"82,337","-6,449",-6448.683626,NA,NA,NA,28,5
"654",7230,0,"13,601",0,"82,337","-6,371",-6370.643724,NA,NA,NA,28,6
"655",6571,161,"13,601",0,"82,337","-7,190",-7190.291426,NA,NA,NA,28,7
"656",6366,5006,"13,030",0,"82,337","-11,670",-11669.5558,NA,NA,NA,28,8
"657",6652,13264,"10,564",0,"82,337","-17,177",-17176.51513,NA,NA,NA,28,9
"658",5933,21024,"7,475",0,"82,337","-22,567",-22566.87371,NA,NA,NA,28,10
"659",4873,26900,"6,125",0,"82,337","-28,153",-28152.55477,NA,NA,NA,28,11
"660",6731,29952,"4,932",0,"82,337","-28,153",-28152.90542,NA,NA,NA,28,12
"661",6648,31198,"3,919",0,"82,337","-28,469",-28469.22207,NA,NA,NA,28,13
"662",6254,30532,"3,037",0,"82,337","-27,315",-27315.24667,NA,NA,NA,28,14
"663",6358,27929,"3,037",0,"82,337","-24,608",-24608.3124,NA,NA,NA,28,15
"664",6387,23318,"2,284",0,"82,337","-19,215",-19214.75937,NA,NA,NA,28,16
